name,code
동일기연,032960
디바이스이엔지,187870
디오,039840
라이트론,069540
레드로버,060300
로고스바이오,238120
로엔,016170
리드,197210
마이크로프랜드,147760
모다이노칩,080420
모비스,250060
바이오니아,064550
바이오톡스텍,086040
보라티알,250000
부방,014470
브리지텍,064480
비츠로시스,054220
서울리거,043710
서진시스템,178320
세명전기,017510
솔본,035610
솔브레인,036830
수산아이앤티,050960
승일,049830
신한제4호스팩,277480
쌍용정보통신,010280
썬텍,122800
쎄트렉아이,099320
씨티케이코스메틱스,260930
아이즈비전,031310
아이진,185490
아이컴포넌트,059100
아진엑스텍,059120
알비케이이엠디,106080
알테오젠,196170
알파홀딩스,117670
앱클론,174900
에버다임,041440
에스넷,038680
에스앤씨엔진그룹,900080
에이테크솔루션,071670
에이티테크놀러지,073570
에이프로젠 H&G,109960
에프엔씨엔터,173940
에프엔에스테크,083500
엔시트론,101400
오스템,031510
와이제이엠게임즈,193250
우리기술,032820
우리산업,215360
우리산업홀딩스,072470
원익QnC,074600
원익머트리얼즈,104830
원풍물산,008290
유비벨록스,089850
육일씨엔에쓰,191410
이녹스,088390
이녹스첨단소재,272290
이수앱지스,086890
이엠넷,123570
이크레더블,092130
인콘,083640
인포바인,115310
인화정공,101930
제일바이오,052670
지와이커머스,111820
진로발효,018120
칩스앤미디어,094360
케이엘넷,039420
코나아이,052400
코위버,056360
코이즈,121850
코프라,126600
콜마비앤에이치,200130
큐로홀딩스,051780
큐브엔터,182360
키이스트,054780
투비소프트,079970
티에스인베스트먼트,246690
파세코,037070
파이오링크,170790
팍스넷,038160
푸드웰,005670
플레이위드,023770
필옵틱스,161580
하이텍팜,106190
한국경제TV,039340
한국선재,025550
한국알콜,017890
한국전자금융,063570
한국정밀기계,101680
한국제6호스팩,281410
한국컴퓨터,054040
한네트,052600
한일진공,123840
한탑,002680
현대아이비티,048410
휴온스글로벌,084110
휴젤,145020
흥국,010240
극동자동화,272420
다이오진,271850
대주이엔티,114920
드림티엔터테인먼트,220110
비엔디생활건강,215050
스페이스솔루션,245030
시그넷이브이,260870
아시아종묘,154030
안지오랩,251280
에듀케이션파트너,208890
에스앤디,260970
에스케이씨에스,224020
엘피케이,183350
원텍,216280
유디피,091270
자비스,230400
티씨엠생명과학,228180
플럼라인생명과학,222670
DGB금융지주,139130
GKL,114090
GS,078930
GS리테일,007070
KG케미칼,001390
NI스틸,008260
OCI,010060
SKC,011790
SK디앤디,210980
강원랜드,035250
갤럭시아에스엠,011420
경인양행,012610
고려개발,004200
국제약품,002720
남성,004270
넥센타이어,002350
대경기계기술,015590
대덕전자,008060
대동전자,008110
대림산업,000210
대상홀딩스,084690
대우부품,009320
대원전선,006340
대한유화,006650
동국제강,001230
동방아그로,007590
동북아12호선박투자,083370
동아에스티,170900
동양네트웍스,030790
동원수산,030720
동원시스템즈,014820
동화약품,000020
두산인프라코어,042670
두산중공업,034020
롯데칠성음료,005300
만호제강,001080
맥쿼리인프라,088980
명문제약,017180
바다로19호,155900
벽산,007210
사조오양,006090
삼성SDI,006400
삼영전자공업,005680
삼영화학공업,003720
삼진제약,005500
삼화전기,009470
샘표식품,248170
서연,007860
선도전기,007610
성안,011300
세원셀론텍,091090
세종공업,033530
신성통상,005390
신풍제약,019170
신한,005450
쌍방울,102280
쌍용양회공업,003410
씨아이테크,004920
아세아시멘트,183190
아이콘트롤스,039570
애경유화,161000
엔케이물산,009810
영진약품,003520
와이비로드,010600
우리종금,010050
웅진에너지,103130
원림,005820
유니퀘스트,077500
인팩,023810
일성건설,013360
일성신약,003120
잇츠한불,226320
제일파마홀딩스,002620
조광페인트,004910
진양산업,003780
진양폴리우레탄,010640
카카오,035720
케이씨텍,281820
케이티,030200
코리안리,003690
코오롱글로벌,003070
트러스제7호,140890
하나금융지주,086790
하나니켈1호,099340
하이스틸,071090
한국가스공사,036460
한국종합기술,023350
한국철강,104700
한국패러랠,168490
한국화장품제조,003350
한독,002390
한미글로벌,053690
한성기업,003680
한신기계공업,011700
한올바이오파마,009420
한화케미칼,009830
현대EP,089470
현대건설기계,267270
화천기공,000850
GS홈쇼핑,028150
NHN한국사이버결제,060250
SDN,099220
가온미디어,078890
감마누,192410
갑을메탈,024840
갤럭시아컴즈,094480
경창산업,024910
골프존뉴딘,121440
교보7호스팩,267320
글로본,019660
금화피에스시,036190
나무가,190510
내츄럴엔도텍,168330
네오오토,212560
네오팜,092730
네패스신소재,087730
뉴보텍,060260
대정화금,120240
대한뉴팜,054670
더블유에프엠,035290
데브시스터즈,194480
도이치모터스,067990
동부제4호스팩,230490
동일금속,109860
동화기업,025900
디스플레이텍,066670
디이엔티,079810
라온시큐어,042510
루트로닉,085370
리노스,039980
리켐,131100
마크로젠,038290
매커스,093520
멀티캠퍼스,067280
메디아나,041920
메디톡스,086900
메디프론,065650
미래SCI,028040
미래에셋대우스팩1호,265480
미래에셋제5호스팩,239340
미래테크놀로지,213090
바른전자,064520
바이오리더스,142760
바이오빌,065940
바이오스마트,038460
배럴,267790
비덴트,121800
비아트론,141000
비즈니스온,138580
빅솔론,093190
삼륭물산,014970
삼천리자전거,024950
성우전자,081580
셀바스AI,108860
소리바다,053110
스타플렉스,115570
스포츠서울,039670
시공테크,020710
시너지이노베이션,048870
시큐브,131090
신일제약,012790
싸이맥스,160980
썬코어,051170
씨씨에스,066790
씨유메디칼,115480
씨케이에이치,900120
아나패스,123860
아미코젠,092040
아우딘퓨쳐스,227610
아이리버,060570
아이씨디,040910
아이에이,038880
아이크래프트,052460
알엔투테크놀로지,148250
앤디포스,238090
에스디생명공학,217480
에스엔유,080000
에스엔텍,160600
에스엠,041510
에스폴리텍,050760
에이디테크놀로지,200710
에이치엔티,176440
에이치엘비파워,043220
에이티젠,182400
에임하이,043580
에프알텍,073540
엔지스테크널러지,208860
엘오티베큠,083310
엠벤처투자,019590
예스티,122640
오성엘에스티,052420
우리로,046970
우리손에프앤지,073560
원익IPS,240810
웰크론,065950
웹스,196700
윈스,136540
유니셈,036200
유아이엘,049520
유안타제2호스팩,219960
유앤아이,056090
이더블유케이,258610
이랜텍,054210
이루온,065440
이스트소프트,047560
이에스브이,223310
이퓨쳐,134060
이화전기,024810
인터로조,119610
인터파크홀딩스,035080
인트로메딕,150840
잉크테크,049550
장원테크,174880
정다운,208140
정상제이엘에스,040420
제룡전기,033100
제미니투자,019570
제이스테판,096690
제이스텍,090470
제이웨이,058420
제일제강,023440
조이시티,067000
지디,155960
지스마트글로벌,114570
지어소프트,051160
카테아,026260
캔서롭,180400
컬러레이,900310
케이비제11호스팩,258790
케이비제9호스팩,232270
케이엠,083550
케이프,064820
켐온,217600
코데즈컴바인,047770
코디,080530
코렌,078650
코맥스,036690
코아시아홀딩스,045970
코텍,052330
큐로컴,040350
큐리언트,115180
크리스탈신소재,900250
타이거일렉,219130
테라셈,182690
테스나,131970
티에스이,131290
티플랙스,081150
팅크웨어,084730
파버나인,177830
파인테크닉스,106240
포메탈,119500
포스코엠텍,009520
프럼파스트,035200
피제이메탈,128660
하나금융10호스팩,270520
하나금융7호SPAC,230240
하나금융9호스팩,261200
하림,136480
하이셈,200470
한국캐피탈,023760
한국큐빅,021650
한국팩키지,037230
한빛소프트,047080
한컴MDS,086960
한컴시큐어,054920
한화에이스스팩2호,219860
한화에이스스팩3호,264290
해마로푸드서비스,220630
현성바이탈,204990
현우산업,092300
화이브라더스코리아,204630
휴맥스홀딩스,028080
휴비츠,065510
KC산업,112190
SGA임베디드,224880
그린플러스,186230
바이오씨앤디,217950
바이옵트로,222160
뿌리깊은나무들,266170
선바이오,067370
엄지하우스,224810
위월드,140660
유쎌,252370
큐엠씨,136660
탈모닷컴,284610
티에스아이,277880
티케이씨,191600
패션플랫폼,256090
피엔아이시스템,242350
AJ렌터카,068400
CJ대한통운,000120
DB하이텍,000990
F&F,007700
KGP,109070
KTB투자증권,030210
LG이노텍,011070
LG화학,051910
LIG넥스원,079550
LS,006260
LS산전,010120
S&T중공업,003570
SG충방,001380
SK디스커버리,006120
STX엔진,077970
가온전선,000500
강남제비스코,000860
광전자,017900
극동유화,014530
나노메딕스,074610
남선알미늄,008350
대동공업,000490
대림비앤코,005750
대우조선해양,042660
대웅제약,069620
대한제강,084010
동원F&B,049770
두산,000150
두올,016740
디티알오토모티브,007340
모나리자,012690
모나미,005360
미래에셋대우,006800
미창석유공업,003650
범양건영,002410
삼성생명,032830
삼성에스디에스,018260
삼양홀딩스,000070
삼화왕관,004450
성보화학,003080
세우글로벌,013000
수산중공업,017550
신도리코,029530
신한지주,055550
아이에스동서,010780
아티스,101140
알루코,001780
암니스,007630
에이프로젠제약,003060
엔에스쇼핑,138250
오리온,271560
우리들휴브레인,118000
우성사료,006980
유니온머티리얼,047400
일신석재,007110
일진다이아,081000
지역난방공사,071320
진도,088790
참엔지니어링,009310
청호컴넷,012600
카프로,006380
코스모화학,005420
쿠쿠홀딩스,192400
태림포장,011280
텔코웨어,078000
한국제지,002300
한국콜마,161890
한미사이언스,008930
한세엠케이,069640
한솔제지,213500
한솔홀딩스,004150
한화갤러리아타임월드,027390
한화투자증권,003530
해성디에스,195870
현대로보틱스,267250
현대상선,011200
현대제철,004020
현대종합상사,011760
현대해상,001450
화성산업,002460
화승알앤에이,013520
화승엔터프라이즈,241590
황금에스티,032560
후성,093370
CJ오쇼핑,035760
HB테크놀러지,078150
JW신약,067290
KCC건설,021320
KH바텍,060720
KMH,122450
MP한강,219550
NHN벅스,104200
PN풍년,024940
S&K폴리텍,091340
SBI인베스트먼트,019550
SBS콘텐츠허브,046140
SKC코오롱PI,178920
iMBC,052220
경남제약,053950
골든센츄리,900280
국보디자인,066620
글로벌텍스프리,204620
나노스,151910
나노캠텍,091970
넥센테크,073070
누리플랜,069140
뉴프렉스,085670
다나와,119860
대신밸런스제4호스팩,262830
대원산업,005710
대창솔루션,096350
대한약품,023910
동원개발,013120
디앤씨미디어,263720
디케이디앤아이,033310
링크제니시스,219420
메가스터디,072870
메지온,140410
메타바이오메드,059210
모헨즈,006920
바른손,018700
보성파워텍,006910
비디아이,148140
비츠로테크,042370
비트컴퓨터,032850
사람인에이치알,143240
사파이어테크놀로지,123260
삼목에스폼,018310
삼영엠텍,054540
삼우엠스,082660
삼지전자,037460
삼화네트웍스,046390
상보,027580
서부T&D,006730
성우하이텍,015750
셀루메드,049180
셀트리온,068270
스페코,013810
시스웍,269620
신라에스지,025870
신원종합개발,017000
신화콘텍,187270
심텍홀딩스,036710
쎄미시스코,136510
씨티씨바이오,060590
아이디스,143160
아이앤씨,052860
아즈텍WB,032080
안국약품,001540
안랩,053800
알에프텍,061040
알티캐스트,085810
에스코넥,096630
에이스침대,003800
에이씨티,138360
에이티세미콘,089530
에코마케팅,230360
엑사이엔씨,054940
엔에스,217820
엔텔스,069410
엠게임,058630
영신금속,007530
예림당,036000
오스코텍,039200
오픈베이스,049480
옵트론텍,082210
원일특강,012620
웨이브일렉트로,095270
웰크론강원,114190
유니슨,018000
유아이디,069330
유진기업,023410
이글루시큐리티,067920
이엘케이,094190
이젠텍,033600
이테크건설,016250
인터파크,108790
일신바이오,068330
전파기지국,065530
제이브이엠,054950
제이콘텐트리,036420
좋은사람들,033340
중앙백신,072020
지니언스,263860
지엔코,065060
청담러닝,096240
청보산업,013720
초록뱀,047820
케이비드림3호스팩,221950
케이아이엔엑스,093320
케이피엠테크,042040
켐트로닉스,089010
켐트로스,220260
코리아에스이,101670
코리아에프티,123410
코미코,183300
코미팜,041960
큐캐피탈,016600
크루셜텍,114120
크린앤사이언스,045520
키움스팩3호,218710
태광,023160
테고사이언스,191420
테라세미콘,123100
테라젠이텍스,066700
테스,095610
텔루스,196450
토탈소프트,045340
파라다이스,034230
팜스웰바이오,043090
평화정공,043370
포스링크,056730
포시에스,189690
포티스,141020
폭스브레인,039230
푸른기술,094940
프리엠스,053160
피앤씨테크,237750
피에스엠씨,024850
피엔티,137400
하이로닉,149980
하이비젼시스템,126700
한국가구,004590
한국기업평가,034950
한국맥널티,222980
한국테크놀로지,053590
한라IMS,092460
한솔인티큐브,070590
한양이엔지,045100
화일약품,061250
휴맥스,115160
휴메딕스,200670
희림,037440
힘스,238490
라온테크,232680
럭스피아,092590
미애부,225850
바이오시네틱스,281310
바이오코아,216400
볼빅,206950
비플라이소프트,148780
세신버팔로,110660
수젠텍,253840
시큐센,232830
에브리봇,270660
에스알바이오텍,270210
에스에이티이엔지,158300
영현무역,242850
이엠티,232530
인터코스,240340
제노텍,066830
포인트엔지니어링,176560
피엠디아카데미,144740
한중엔시에스,107640
